"Deaths, Cause by Gender and Age",,,,,,,,,,,,,,,,,,,,,,,,,
Calendar Year,Cause,Gender,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+,NS,Res Total,Non  Res Total,Grand Total
2001,7   Intestinal infections due to other specified organisms,M,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,1,0,12,1,13
2001,7   Intestinal infections due to other specified organisms,F,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,3,1,0,10,0,10
2001,7   Intestinal infections due to other specified organisms,T,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,4,6,2,0,22,1,23
2001,8   Diarrhea and gastroenteritis of presumed infectious origin,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,8   Diarrhea and gastroenteritis of presumed infectious origin,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,8   Diarrhea and gastroenteritis of presumed infectious origin,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,9   Respiratory tuberculosis,M,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,3
2001,9   Respiratory tuberculosis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2
2001,9   Respiratory tuberculosis,T,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,5,0,5
2001,10   Other tuberculosis,M,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,10   Other tuberculosis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,10   Other tuberculosis,T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,11   Plague,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,11   Plague,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,11   Plague,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,12   Brucellosis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,12   Brucellosis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,12   Brucellosis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,13   Tetanus,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,13   Tetanus,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,13   Tetanus,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,14   Diphtheria,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,14   Diphtheria,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,14   Diphtheria,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,15   Whooping cough,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,15   Whooping cough,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,15   Whooping cough,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,16   Scarlet fever and erysipelas,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,16   Scarlet fever and erysipelas,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,16   Scarlet fever and erysipelas,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17   Meningococcal infection,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
2001,17   Meningococcal infection,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17   Meningococcal infection,T,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
2001,18   Septicemia,M,1,0,0,0,1,0,0,0,1,1,2,4,3,2,9,4,5,12,3,0,48,1,49
2001,18   Septicemia,F,1,0,0,0,0,0,1,0,0,2,0,3,2,2,3,7,12,8,16,0,57,2,59
2001,18   Septicemia,T,2,0,0,0,1,0,1,0,1,3,2,7,5,4,12,11,17,20,19,0,105,3,108
2001,19   Other zoonotic and bacterial diseases,M,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,4
2001,19   Other zoonotic and bacterial diseases,F,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,5,0,5
2001,19   Other zoonotic and bacterial diseases,T,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,1,0,2,0,9,0,9
2001,20   Cardiovascular syphilis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,20   Cardiovascular syphilis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,20   Cardiovascular syphilis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,21   Neurosyphilis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,21   Neurosyphilis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,21   Neurosyphilis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,22   Other and unspecified syphilis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,22   Other and unspecified syphilis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,22   Other and unspecified syphilis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,23   Gonococcal infection,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,23   Gonococcal infection,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,23   Gonococcal infection,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,24   Other infections with a predominately sexual mode of transmission,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,24   Other infections with a predominately sexual mode of transmission,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,24   Other infections with a predominately sexual mode of transmission,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,25   Lyme disease,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,25   Lyme disease,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,25   Lyme disease,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,26   Typhus fever,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,26   Typhus fever,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,26   Typhus fever,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"27   All other infections caused by spirochetes, chlamydia or rickettsia",M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"27   All other infections caused by spirochetes, chlamydia or rickettsia",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"27   All other infections caused by spirochetes, chlamydia or rickettsia",T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,28   Acute poliomyelitis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,28   Acute poliomyelitis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,28   Acute poliomyelitis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,29   Rabies,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,29   Rabies,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,29   Rabies,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,30   Arthropod-borne viral encephalitis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,30   Arthropod-borne viral encephalitis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,30   Arthropod-borne viral encephalitis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,31   Yellow fever,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,31   Yellow fever,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,31   Yellow fever,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,32   Other and unspecified arthropod-borne viral and hemorrhagic fevers,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,32   Other and unspecified arthropod-borne viral and hemorrhagic fevers,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,32   Other and unspecified arthropod-borne viral and hemorrhagic fevers,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,33   Herpesviral (herpes simplex) infections,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,33   Herpesviral (herpes simplex) infections,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2001,33   Herpesviral (herpes simplex) infections,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2
2001,34   Zoster (herpes zoster),M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2001,34   Zoster (herpes zoster),F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2001,34   Zoster (herpes zoster),T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2
2001,35   Smallpox,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,35   Smallpox,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,35   Smallpox,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,36   Measles,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,36   Measles,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,36   Measles,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,37   Rubella (German measles),M,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,37   Rubella (German measles),F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,37   Rubella (German measles),T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,38   Viral hepatitis,M,0,0,0,0,0,0,0,0,0,6,1,1,1,0,2,0,1,0,0,0,12,1,13
2001,38   Viral hepatitis,F,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,6,0,6
2001,38   Viral hepatitis,T,0,0,0,0,0,0,0,1,1,7,1,1,1,0,2,1,3,0,0,0,18,1,19
2001,39   Human immunodeficiency virus (HIV) disease resulting in infectious and parasitic diseases,M,0,0,0,0,0,0,0,2,1,3,0,1,0,0,1,0,0,0,0,0,8,0,8
2001,39   Human immunodeficiency virus (HIV) disease resulting in infectious and parasitic diseases,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,39   Human immunodeficiency virus (HIV) disease resulting in infectious and parasitic diseases,T,0,0,0,0,0,1,0,2,1,3,0,1,0,0,1,0,0,0,0,0,9,0,9
2001,40   Human immunodeficiency virus (HIV) disease resulting in malignant neoplasms,M,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2001,40   Human immunodeficiency virus (HIV) disease resulting in malignant neoplasms,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,40   Human immunodeficiency virus (HIV) disease resulting in malignant neoplasms,T,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2001,41   Human immunodeficiency virus (HIV) disease resulting in other specified diseases,M,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,6,0,6
2001,41   Human immunodeficiency virus (HIV) disease resulting in other specified diseases,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,41   Human immunodeficiency virus (HIV) disease resulting in other specified diseases,T,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,6,0,6
2001,42   Human immunodeficiency virus (HIV) disease resulting in other conditions,M,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4
2001,42   Human immunodeficiency virus (HIV) disease resulting in other conditions,F,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2001,42   Human immunodeficiency virus (HIV) disease resulting in other conditions,T,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,5
2001,43   Unspecified human immunodeficiency virus (HIV) disease,M,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,43   Unspecified human immunodeficiency virus (HIV) disease,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,43   Unspecified human immunodeficiency virus (HIV) disease,T,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2001,44   All other and unspecified viral diseases,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3
2001,44   All other and unspecified viral diseases,F,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,4
2001,44   All other and unspecified viral diseases,T,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,6,1,7
2001,45   Mycoses,M,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,3
2001,45   Mycoses,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,45   Mycoses,T,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,3
2001,46   Malaria,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,46   Malaria,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,46   Malaria,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,47   Leishmaniasis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,47   Leishmaniasis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,47   Leishmaniasis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,48   Trypanosomiasis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,48   Trypanosomiasis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,48   Trypanosomiasis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,49   Pneumocystosis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2001,49   Pneumocystosis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2001,49   Pneumocystosis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2
2001,50   Other and unspecified protozoal diseases,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,50   Other and unspecified protozoal diseases,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,50   Other and unspecified protozoal diseases,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,51   Schistosomiasis (bilharziasis),M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2001,51   Schistosomiasis (bilharziasis),F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,51   Schistosomiasis (bilharziasis),T,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2001,52   Other and unspecified helminthiases,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,52   Other and unspecified helminthiases,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,52   Other and unspecified helminthiases,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,53   Sequelae of tuberculosis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2001,53   Sequelae of tuberculosis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
2001,53   Sequelae of tuberculosis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,3
2001,54   Sequelae of poliomyelitis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2
2001,54   Sequelae of poliomyelitis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,54   Sequelae of poliomyelitis,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2
2001,55   All other and unspecified infectious and parasitic diseases and their sequelae,M,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,4,0,4
2001,55   All other and unspecified infectious and parasitic diseases and their sequelae,F,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,5,0,5
2001,55   All other and unspecified infectious and parasitic diseases and their sequelae,T,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,2,1,0,0,9,0,9
2001,56   Malignant neoplasms of lip,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2001,56   Malignant neoplasms of lip,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2001,56   Malignant neoplasms of lip,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
2001,57   Malignant neoplasms of tongue,M,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,1,1,2,0,0,12,0,12
2001,57   Malignant neoplasms of tongue,F,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,4,0,4
2001,57   Malignant neoplasms of tongue,T,0,0,0,0,0,0,0,0,0,0,2,4,2,1,1,2,2,2,0,0,16,0,16
2001,58   Malignant neoplasms of pharynx,M,0,0,0,0,0,0,0,0,1,0,3,3,5,1,3,3,3,1,1,0,24,0,24
2001,58   Malignant neoplasms of pharynx,F,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,2,0,0,10,0,10
2001,58   Malignant neoplasms of pharynx,T,0,0,0,0,0,0,0,0,1,0,3,4,5,2,5,3,7,3,1,0,34,0,34
2001,"59   Malignant neoplasms of other and unspecified sites within the lip, oral cavity and pharynx",M,0,0,0,0,0,0,0,1,1,2,3,1,2,3,2,1,0,2,1,0,19,0,19
2001,"59   Malignant neoplasms of other and unspecified sites within the lip, oral cavity and pharynx",F,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,5,0,5
2001,"59   Malignant neoplasms of other and unspecified sites within the lip, oral cavity and pharynx",T,0,0,0,0,0,0,0,1,1,2,4,2,2,3,2,2,2,2,1,0,24,0,24
2001,60   Malignant neoplasms of esophagus,M,0,0,0,0,0,0,0,0,1,5,8,4,7,7,10,10,6,4,0,0,62,2,64
2001,60   Malignant neoplasms of esophagus,F,0,0,0,0,0,0,0,0,1,0,1,2,3,3,1,5,3,5,4,0,28,0,28
2001,60   Malignant neoplasms of esophagus,T,0,0,0,0,0,0,0,0,2,5,9,6,10,10,11,15,9,9,4,0,90,2,92
2001,61   Malignant neoplasms of stomach,M,0,0,0,0,0,1,0,0,2,3,3,5,6,17,19,12,16,7,2,0,93,1,94
2001,61   Malignant neoplasms of stomach,F,0,0,0,1,0,0,2,1,2,3,4,3,5,5,13,5,7,4,0,0,55,1,56
2001,61   Malignant neoplasms of stomach,T,0,0,0,1,0,1,2,1,4,6,7,8,11,22,32,17,23,11,2,0,148,2,150
2001,62   Malignant neoplasms of small intestine,M,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,6,0,6
2001,62   Malignant neoplasms of small intestine,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2
2001,62   Malignant neoplasms of small intestine,T,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,1,0,8,0,8
2001,63   Malignant neoplasms of colon,M,0,0,0,0,0,0,0,0,11,2,10,12,22,29,25,34,29,18,9,0,201,3,204
2001,63   Malignant neoplasms of colon,F,0,0,0,0,0,0,0,3,6,5,5,12,14,18,15,31,27,26,17,0,179,3,182
2001,63   Malignant neoplasms of colon,T,0,0,0,0,0,0,0,3,17,7,15,24,36,47,40,65,56,44,26,0,380,6,386
2001,64   Malignant neoplasms of rectosigmoid junction and rectum,M,0,0,0,0,0,0,0,0,1,4,3,3,3,9,9,13,8,4,0,0,57,1,58
2001,64   Malignant neoplasms of rectosigmoid junction and rectum,F,0,0,0,0,0,0,0,0,1,2,2,4,4,1,4,5,6,4,1,0,34,0,34
2001,64   Malignant neoplasms of rectosigmoid junction and rectum,T,0,0,0,0,0,0,0,0,2,6,5,7,7,10,13,18,14,8,1,0,91,1,92
2001,65   Malignant neoplasms of anus and anal canal,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2
2001,65   Malignant neoplasms of anus and anal canal,F,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3
2001,65   Malignant neoplasms of anus and anal canal,T,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,5,0,5
2001,66   Malignant neoplasms of liver,M,0,0,0,0,0,0,0,0,1,3,4,4,5,10,7,7,3,5,1,0,50,0,50
2001,66   Malignant neoplasms of liver,F,0,0,1,1,0,0,0,0,0,1,1,0,0,0,5,5,2,2,1,0,19,0,19
2001,66   Malignant neoplasms of liver,T,0,0,1,1,0,0,0,0,1,4,5,4,5,10,12,12,5,7,2,0,69,0,69
2001,67   Malignant neoplasms of intrahepatic bile duct carcinoma,M,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,0,3,1,0,0,15,0,15
2001,67   Malignant neoplasms of intrahepatic bile duct carcinoma,F,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,2,3,0,1,0,11,0,11
2001,67   Malignant neoplasms of intrahepatic bile duct carcinoma,T,0,0,0,0,0,0,0,0,0,2,1,3,3,2,5,2,6,1,1,0,26,0,26
2001,68   Malignant neoplasms of gallbladder and extrahepatic bile ducts,M,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,3,3,1,1,0,15,0,15
2001,68   Malignant neoplasms of gallbladder and extrahepatic bile ducts,F,0,0,0,0,0,0,0,0,0,1,2,3,4,2,4,4,3,3,2,0,28,1,29
2001,68   Malignant neoplasms of gallbladder and extrahepatic bile ducts,T,0,0,0,0,0,0,0,0,0,3,2,4,6,2,6,7,6,4,3,0,43,1,44
