X2020,X1.Accidental.discharge.of.firearms,M,X0,X0.1,X0.2,X0.3,X0.4,X1,X1.1,X0.5,X0.6,X0.7,X0.8,X0.9,X0.10,X0.11,X0.12,X0.13,X0.14,X0.15,X0.16,X0.17,X0.18,X2,X2.1
2020,10 Accidental poisoning by and exposure to drugs and other biological substances,F,0,0,1,5,12,30,32,31,27,32,22,17,9,2,3,0,0,0,0,0,212,11,223
2020,10 Accidental poisoning by and exposure to drugs and other biological substances,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10 Accidental poisoning by and exposure to drugs and other biological substances,T,0,0,1,14,61,125,128,140,110,103,86,79,48,17,5,2,1,0,0,0,855,65,920
2020,11 Accidental poisoning by and exposure to other and unspecified solid or liquid substances,M,0,0,0,0,0,1,3,3,6,8,6,5,3,5,3,1,0,0,0,0,43,1,44
2020,11 Accidental poisoning by and exposure to other and unspecified solid or liquid substances,F,0,0,0,0,0,0,1,1,0,0,1,2,2,1,0,0,0,0,0,0,7,1,8
2020,11 Accidental poisoning by and exposure to other and unspecified solid or liquid substances,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11 Accidental poisoning by and exposure to other and unspecified solid or liquid substances,T,0,0,0,0,0,1,4,4,6,8,7,7,5,6,3,1,0,0,0,0,50,2,52
2020,12 Accidental poisoning by and exposure to pesticides,M,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,12 Accidental poisoning by and exposure to pesticides,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12 Accidental poisoning by and exposure to pesticides,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12 Accidental poisoning by and exposure to pesticides,T,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,13 Acute and subacute endocarditis,M,0,0,0,0,0,0,0,0,0,0,3,2,3,0,2,1,1,2,0,0,12,2,14
2020,13 Acute and subacute endocarditis,F,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,1,0,8,0,8
2020,13 Acute and subacute endocarditis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13 Acute and subacute endocarditis,T,0,0,0,0,0,0,0,0,1,0,3,2,4,3,2,1,2,3,1,0,20,2,22
2020,14 Acute appendicitis with localized peritonitis,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2
2020,14 Acute appendicitis with localized peritonitis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14 Acute appendicitis with localized peritonitis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14 Acute appendicitis with localized peritonitis,T,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2
2020,15 Acute bronchitis and bronchiolitis,M,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,0,6,0,6
2020,15 Acute bronchitis and bronchiolitis,F,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,2,0,7,0,7
2020,15 Acute bronchitis and bronchiolitis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15 Acute bronchitis and bronchiolitis,T,0,0,0,0,0,0,0,1,0,1,1,3,1,2,1,0,1,0,2,0,13,0,13
2020,16 Acute myocardial infarction,M,0,0,0,1,0,1,2,3,5,9,16,48,64,70,70,79,81,73,101,0,612,11,623
2020,16 Acute myocardial infarction,F,0,0,0,0,0,0,0,0,1,4,6,8,16,37,34,53,64,84,137,0,437,7,444
2020,16 Acute myocardial infarction,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,16 Acute myocardial infarction,T,0,0,0,1,0,1,2,3,6,13,22,56,80,107,104,132,145,157,238,0,1049,18,1067
2020,17 Acute posthemorrhagic and other anemias,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,0,11,0,11
2020,17 Acute posthemorrhagic and other anemias,F,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,5,9,0,19,0,19
2020,17 Acute posthemorrhagic and other anemias,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,17 Acute posthemorrhagic and other anemias,T,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,11,13,0,30,0,30
2020,18 Acute rheumatic fever,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18 Acute rheumatic fever,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,18 Acute rheumatic fever,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18 Acute rheumatic fever,T,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,"19 Acute viral hepatitis, unspecified",M,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2020,"19 Acute viral hepatitis, unspecified",F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2020,"19 Acute viral hepatitis, unspecified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"19 Acute viral hepatitis, unspecified",T,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2
2020,20 Air and space transport accidents,M,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
2020,20 Air and space transport accidents,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20 Air and space transport accidents,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20 Air and space transport accidents,T,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
2020,21 Alcoholic liver disease,M,0,0,0,0,1,5,6,14,17,18,33,31,16,28,12,9,2,0,0,0,189,3,192
2020,21 Alcoholic liver disease,F,0,0,0,1,0,4,4,5,11,12,12,14,9,6,2,0,0,1,0,0,79,2,81
2020,21 Alcoholic liver disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,21 Alcoholic liver disease,T,0,0,0,1,1,9,10,19,28,30,45,45,25,34,14,9,2,1,0,0,268,5,273
2020,22 All other and ill-defined forms of heart disease,M,0,0,0,0,0,0,0,1,0,0,1,1,3,4,4,6,9,10,13,0,52,0,52
2020,22 All other and ill-defined forms of heart disease,F,0,0,0,0,0,0,0,0,1,1,3,0,2,1,3,1,5,10,26,0,53,0,53
2020,22 All other and ill-defined forms of heart disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,22 All other and ill-defined forms of heart disease,T,0,0,0,0,0,0,0,1,1,1,4,1,5,5,7,7,14,20,39,0,105,0,105
2020,23 All other and unspecified accidents and their sequelae,M,1,0,1,1,3,2,2,2,5,3,6,4,5,9,6,9,13,16,21,0,108,1,109
2020,23 All other and unspecified accidents and their sequelae,F,0,0,0,2,1,0,2,0,2,1,1,1,1,4,3,6,8,15,46,0,92,1,93
2020,23 All other and unspecified accidents and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,23 All other and unspecified accidents and their sequelae,T,1,0,1,3,4,2,4,2,7,4,7,5,6,13,9,15,21,31,67,0,200,2,202
2020,24 All other and unspecified events of undetermined intent and their sequelae,M,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1,0,1,0,0,0,6,2,8
2020,24 All other and unspecified events of undetermined intent and their sequelae,F,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,7,0,7
2020,24 All other and unspecified events of undetermined intent and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,24 All other and unspecified events of undetermined intent and their sequelae,T,1,0,0,0,1,0,2,1,0,1,0,1,2,0,3,1,1,0,1,0,13,2,15
2020,25 All other and unspecified infectious and parasitic diseases and their sequelae,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2
2020,25 All other and unspecified infectious and parasitic diseases and their sequelae,F,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,2,0,9,0,9
2020,25 All other and unspecified infectious and parasitic diseases and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,25 All other and unspecified infectious and parasitic diseases and their sequelae,T,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,3,2,0,11,0,11
2020,26 All other and unspecified viral diseases,M,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,1,0,9,0,9
2020,26 All other and unspecified viral diseases,F,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,0,1,0,9,0,9
2020,26 All other and unspecified viral diseases,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,26 All other and unspecified viral diseases,T,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,5,3,2,2,0,18,0,18
2020,"27 All other chromosomal abnormalities, not elsewhere classified",M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,"27 All other chromosomal abnormalities, not elsewhere classified",F,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,8
2020,"27 All other chromosomal abnormalities, not elsewhere classified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"27 All other chromosomal abnormalities, not elsewhere classified",T,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,9
2020,28 All other congenital malformations of nervous system,M,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,5
2020,28 All other congenital malformations of nervous system,F,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2020,28 All other congenital malformations of nervous system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,28 All other congenital malformations of nervous system,T,6,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,11,0,11
2020,29 All other direct obstetric causes,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,29 All other direct obstetric causes,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,29 All other direct obstetric causes,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,29 All other direct obstetric causes,T,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,30 All other diseases of digestive system,M,0,0,0,0,0,0,0,0,0,0,0,2,3,7,4,6,14,13,14,0,63,0,63
2020,30 All other diseases of digestive system,F,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,7,9,13,34,0,71,0,71
2020,30 All other diseases of digestive system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,30 All other diseases of digestive system,T,0,0,0,0,0,0,0,0,0,1,0,2,4,10,7,13,23,26,48,0,134,0,134
2020,31 All other diseases of endocardium,M,0,0,0,0,0,1,2,0,1,1,0,1,3,1,3,2,2,2,3,0,21,1,22
2020,31 All other diseases of endocardium,F,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,1,3,4,9,0,24,0,24
2020,31 All other diseases of endocardium,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,31 All other diseases of endocardium,T,0,0,0,0,0,1,3,1,3,1,0,1,4,1,5,3,5,6,12,0,45,1,46
2020,32 All other diseases of nervous system,M,1,0,1,1,1,2,1,1,5,5,11,16,19,26,22,27,19,18,8,0,179,5,184
2020,32 All other diseases of nervous system,F,4,0,1,0,1,2,1,1,2,3,7,12,15,20,13,20,11,10,11,0,133,1,134
2020,32 All other diseases of nervous system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,32 All other diseases of nervous system,T,5,0,2,1,2,4,2,2,7,8,18,28,34,46,35,47,30,28,19,0,312,6,318
2020,33 All other diseases of respiratory system,M,1,1,0,1,1,0,1,1,0,1,1,3,10,23,29,31,31,27,9,0,167,4,171
2020,33 All other diseases of respiratory system,F,1,0,0,0,0,0,2,2,0,1,1,1,2,15,15,18,25,24,29,0,134,2,136
2020,33 All other diseases of respiratory system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,33 All other diseases of respiratory system,T,2,1,0,1,1,0,3,3,0,2,2,4,12,38,44,49,56,51,38,0,301,6,307
2020,34 All other forms of chronic ischemic heart disease,M,0,0,0,0,0,0,0,0,6,8,19,48,73,91,126,141,158,195,221,0,1073,13,1086
2020,34 All other forms of chronic ischemic heart disease,F,0,0,0,0,0,0,0,3,0,2,5,14,23,39,74,62,97,147,345,0,802,9,811
2020,34 All other forms of chronic ischemic heart disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,34 All other forms of chronic ischemic heart disease,T,0,0,0,0,0,0,0,3,6,10,24,62,96,130,200,203,255,342,566,0,1875,22,1897
2020,"35 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",M,0,0,0,0,1,0,0,2,0,0,1,1,2,2,5,3,10,13,13,0,51,2,53
2020,"35 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",F,0,0,0,0,1,0,0,0,0,1,0,1,1,1,3,2,2,7,32,0,51,0,51
2020,"35 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"35 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",T,0,0,0,0,2,0,0,2,0,1,1,2,3,3,8,5,12,20,45,0,102,2,104
2020,36 Alzheimer's disease,M,0,0,0,0,0,0,0,0,0,0,0,2,1,2,9,4,23,22,39,0,102,0,102
2020,36 Alzheimer's disease,F,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,19,25,60,106,0,222,2,224
2020,36 Alzheimer's disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,36 Alzheimer's disease,T,0,0,0,0,0,0,0,0,0,0,0,3,3,6,16,23,48,82,145,0,324,2,326
2020,37 Anencephaly and similar malformations,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020,37 Anencephaly and similar malformations,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,37 Anencephaly and similar malformations,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,37 Anencephaly and similar malformations,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020,38 Aneurysm and dissection of other precerebral arteries,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,38 Aneurysm and dissection of other precerebral arteries,F,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2020,38 Aneurysm and dissection of other precerebral arteries,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,38 Aneurysm and dissection of other precerebral arteries,T,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2020,39 Aneurysm and dissection of vertebral artery,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,39 Aneurysm and dissection of vertebral artery,F,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2020,39 Aneurysm and dissection of vertebral artery,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,39 Aneurysm and dissection of vertebral artery,T,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2020,40 Angiodysplasia of small intestine,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2020,40 Angiodysplasia of small intestine,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,40 Angiodysplasia of small intestine,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,40 Angiodysplasia of small intestine,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2020,41 Angioimmunoblastic T-cell,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2020,41 Angioimmunoblastic T-cell,F,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2
2020,41 Angioimmunoblastic T-cell,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,41 Angioimmunoblastic T-cell,T,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,3
2020,42 Animal-rider or occupant of animal-drawn vehicle injured in collision with fixed or stationary object,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2020,42 Animal-rider or occupant of animal-drawn vehicle injured in collision with fixed or stationary object,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,42 Animal-rider or occupant of animal-drawn vehicle injured in collision with fixed or stationary object,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,42 Animal-rider or occupant of animal-drawn vehicle injured in collision with fixed or stationary object,T,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2020,43 Aortic aneurysm and dissection,M,0,0,0,1,0,0,1,0,1,4,0,5,10,6,12,12,10,8,5,0,66,9,75
2020,43 Aortic aneurysm and dissection,F,0,0,0,0,0,0,0,0,0,1,0,1,3,3,5,6,12,18,8,0,57,0,57
2020,43 Aortic aneurysm and dissection,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,43 Aortic aneurysm and dissection,T,0,0,0,1,0,0,1,0,1,5,0,6,13,9,17,18,22,26,13,0,123,9,132
2020,44 Aplastic anemias,M,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,6,1,7
2020,44 Aplastic anemias,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,0,5
2020,44 Aplastic anemias,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,44 Aplastic anemias,T,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,0,11,1,12
2020,45 Assault (homicide) by all other and unspecified means and their sequelae,M,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2
2020,45 Assault (homicide) by all other and unspecified means and their sequelae,F,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2020,45 Assault (homicide) by all other and unspecified means and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,45 Assault (homicide) by all other and unspecified means and their sequelae,T,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,3
2020,46 Assault (homicide) by blunt object,M,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,46 Assault (homicide) by blunt object,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,46 Assault (homicide) by blunt object,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,46 Assault (homicide) by blunt object,T,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,47 Assault (homicide) by bodily force,M,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,47 Assault (homicide) by bodily force,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,47 Assault (homicide) by bodily force,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,47 Assault (homicide) by bodily force,T,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,48 Assault (homicide) by discharge of firearms,M,0,0,0,0,4,1,3,4,1,1,0,1,0,0,0,0,0,0,0,0,13,2,15
2020,48 Assault (homicide) by discharge of firearms,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,48 Assault (homicide) by discharge of firearms,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,48 Assault (homicide) by discharge of firearms,T,0,0,0,0,5,1,3,4,1,1,0,1,0,0,0,0,0,0,0,0,14,2,16
2020,"49 Assault (homicide) by hanging, strangulation and suffocation",M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020,"49 Assault (homicide) by hanging, strangulation and suffocation",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"49 Assault (homicide) by hanging, strangulation and suffocation",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
