calendar_year,cause,gender,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_40_44,age_45_49,age_50_54,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_plus,grand_total
2022,23 All other and unspecified infectious and parasitic diseases and their sequelae,M,0,0,0,0,0,0,1,0,0,0,1,3,0,1,1,0,1,10
2022,23 All other and unspecified infectious and parasitic diseases and their sequelae,F,0,0,0,0,0,0,0,1,0,0,1,0,4,1,1,0,1,9
2022,23 All other and unspecified infectious and parasitic diseases and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,23 All other and unspecified infectious and parasitic diseases and their sequelae,T,0,0,0,0,0,0,1,1,0,0,2,3,4,2,2,0,2,19
2022,24 All other and unspecified viral diseases,M,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,1,9
2022,24 All other and unspecified viral diseases,F,1,0,0,0,0,0,0,0,0,1,1,3,2,3,0,1,2,14
2022,24 All other and unspecified viral diseases,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,24 All other and unspecified viral diseases,T,2,0,0,0,0,0,0,0,0,1,2,4,4,3,0,4,3,23
2022,"25 All other chromosomal abnormalities, not elsewhere classified",M,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
2022,"25 All other chromosomal abnormalities, not elsewhere classified",F,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2022,"25 All other chromosomal abnormalities, not elsewhere classified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"25 All other chromosomal abnormalities, not elsewhere classified",T,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
2022,26 All other congenital malformations of nervous system,M,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2022,26 All other congenital malformations of nervous system,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2022,26 All other congenital malformations of nervous system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,26 All other congenital malformations of nervous system,T,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6
2022,27 All other diseases of digestive system,M,0,0,1,0,0,1,0,0,0,1,1,3,3,3,11,6,19,51
2022,27 All other diseases of digestive system,F,0,0,0,0,0,0,0,0,1,0,2,0,4,7,9,10,24,58
2022,27 All other diseases of digestive system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,27 All other diseases of digestive system,T,0,0,1,0,0,1,0,0,1,1,3,3,7,10,20,16,43,109
2022,28 All other diseases of endocardium,M,0,0,0,0,0,0,0,1,0,1,2,5,1,5,1,1,1,21
2022,28 All other diseases of endocardium,F,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,1,5,21
2022,28 All other diseases of endocardium,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,28 All other diseases of endocardium,T,0,0,0,0,0,0,0,1,0,1,2,8,4,8,6,2,6,42
2022,29 All other diseases of nervous system,M,0,1,1,0,1,1,2,7,4,10,19,32,43,35,33,20,6,234
2022,29 All other diseases of nervous system,F,0,1,0,2,1,2,1,3,7,5,15,12,28,29,23,14,15,173
2022,29 All other diseases of nervous system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,29 All other diseases of nervous system,T,0,2,1,2,2,3,3,10,11,15,34,44,71,64,56,34,21,407
2022,30 All other diseases of respiratory system,M,0,0,0,0,0,0,1,0,1,3,11,18,36,38,30,27,27,198
2022,30 All other diseases of respiratory system,F,1,0,0,0,0,1,0,0,1,1,11,12,24,22,27,19,24,148
2022,30 All other diseases of respiratory system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,30 All other diseases of respiratory system,T,1,0,0,0,0,1,1,0,2,4,22,30,60,60,57,46,51,346
2022,31 All other forms of chronic ischemic heart disease,M,0,0,0,0,0,1,0,3,11,19,84,124,160,158,196,203,242,1244
2022,31 All other forms of chronic ischemic heart disease,F,0,0,0,0,0,0,0,1,4,5,31,31,66,81,108,159,352,854
2022,31 All other forms of chronic ischemic heart disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,31 All other forms of chronic ischemic heart disease,T,0,0,0,0,0,1,0,4,15,24,115,155,226,239,304,362,594,2098
2022,"32 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",M,0,0,0,0,0,0,0,0,1,0,0,1,3,6,2,12,21,48
2022,"32 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",F,0,0,0,0,0,0,1,1,0,2,0,1,1,8,9,16,45,84
2022,"32 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"32 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",T,0,0,0,0,0,0,1,1,1,2,0,2,4,14,11,28,66,132
2022,33 Alzheimer's disease,M,0,0,0,0,0,0,0,0,0,0,3,6,8,8,19,26,29,102
2022,33 Alzheimer's disease,F,0,0,0,0,0,0,0,0,0,0,3,6,9,22,30,50,113,233
2022,33 Alzheimer's disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,33 Alzheimer's disease,T,0,0,0,0,0,0,0,0,0,0,6,12,17,30,49,76,142,335
2022,"34 Anaplastic large cell lymphoma, ALK-negative",M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2022,"34 Anaplastic large cell lymphoma, ALK-negative",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"34 Anaplastic large cell lymphoma, ALK-negative",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"34 Anaplastic large cell lymphoma, ALK-negative",T,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2022,35 Aneurysm and dissection of vertebral artery,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2022,35 Aneurysm and dissection of vertebral artery,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2022,35 Aneurysm and dissection of vertebral artery,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,35 Aneurysm and dissection of vertebral artery,T,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
2022,36 Angiodysplasia of small intestine,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,36 Angiodysplasia of small intestine,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2022,36 Angiodysplasia of small intestine,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,36 Angiodysplasia of small intestine,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2022,37 Angioimmunoblastic T-cell,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,37 Angioimmunoblastic T-cell,F,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,37 Angioimmunoblastic T-cell,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,37 Angioimmunoblastic T-cell,T,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2022,38 Aortic aneurysm and dissection,M,0,0,0,0,0,0,0,1,1,3,5,11,12,11,12,11,14,85
2022,38 Aortic aneurysm and dissection,F,0,0,0,0,2,0,0,0,0,1,2,1,4,11,7,10,10,50
2022,38 Aortic aneurysm and dissection,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,38 Aortic aneurysm and dissection,T,0,0,0,0,2,0,0,1,1,4,7,12,16,22,19,21,24,135
2022,39 Aplastic anemias,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
2022,39 Aplastic anemias,F,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,4
2022,39 Aplastic anemias,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,39 Aplastic anemias,T,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,1,6
2022,40 Assault (homicide) by all other and unspecified means and their sequelae,M,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2022,40 Assault (homicide) by all other and unspecified means and their sequelae,F,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2022,40 Assault (homicide) by all other and unspecified means and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,40 Assault (homicide) by all other and unspecified means and their sequelae,T,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
2022,41 Assault (homicide) by bodily force,M,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2022,41 Assault (homicide) by bodily force,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,41 Assault (homicide) by bodily force,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,41 Assault (homicide) by bodily force,T,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2022,42 Assault (homicide) by discharge of firearms,M,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,8
2022,42 Assault (homicide) by discharge of firearms,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,42 Assault (homicide) by discharge of firearms,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,42 Assault (homicide) by discharge of firearms,T,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,9
2022,"43 Assault (homicide) by drugs, biological substances and other and unspecified noxious substances",M,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2022,"43 Assault (homicide) by drugs, biological substances and other and unspecified noxious substances",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"43 Assault (homicide) by drugs, biological substances and other and unspecified noxious substances",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"43 Assault (homicide) by drugs, biological substances and other and unspecified noxious substances",T,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2022,44 Assault (homicide) by sharp object,M,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4
2022,44 Assault (homicide) by sharp object,F,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,4
2022,44 Assault (homicide) by sharp object,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,44 Assault (homicide) by sharp object,T,0,0,0,1,1,1,2,0,2,0,1,0,0,0,0,0,0,8
2022,45 Asthma,M,0,0,1,0,0,0,0,0,0,0,0,2,1,3,0,1,2,12
2022,45 Asthma,F,0,0,0,0,0,0,0,0,0,0,4,1,4,4,4,0,3,20
2022,45 Asthma,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,45 Asthma,T,0,0,1,0,0,0,0,0,0,0,4,3,5,7,4,1,5,32
2022,46 Atherosclerosis,M,0,0,0,0,0,0,0,0,0,0,4,2,6,6,11,4,11,46
2022,46 Atherosclerosis,F,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,9,30,52
2022,46 Atherosclerosis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,46 Atherosclerosis,T,0,0,0,0,0,0,0,0,0,0,6,4,8,8,16,13,41,98
2022,"47 Atherosclerotic cardiovascular disease, so described",M,0,0,0,0,0,1,1,1,10,24,56,68,64,49,36,32,25,405
2022,"47 Atherosclerotic cardiovascular disease, so described",F,0,0,0,0,0,0,0,0,5,3,8,18,25,19,18,27,43,177
2022,"47 Atherosclerotic cardiovascular disease, so described",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"47 Atherosclerotic cardiovascular disease, so described",T,0,0,0,0,0,1,1,1,15,27,64,86,89,68,54,59,68,582
2022,"48 Atrial fibrillation and atrial flutter, unspecified",M,0,0,0,0,0,0,0,0,1,0,3,5,8,17,15,35,42,130
2022,"48 Atrial fibrillation and atrial flutter, unspecified",F,0,0,0,0,0,0,0,0,0,0,1,2,7,19,25,43,90,189
2022,"48 Atrial fibrillation and atrial flutter, unspecified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"48 Atrial fibrillation and atrial flutter, unspecified",T,0,0,0,0,0,0,0,0,1,0,4,7,15,36,40,78,132,319
2022,49 Bacterial pneumonia,M,0,0,0,0,0,0,0,0,2,0,1,1,1,3,0,0,2,11
2022,49 Bacterial pneumonia,F,0,0,0,0,2,1,0,1,0,0,3,2,2,1,1,0,1,16
2022,49 Bacterial pneumonia,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,49 Bacterial pneumonia,T,0,0,0,0,2,1,0,1,2,0,4,3,3,4,1,0,3,27
2022,50 Barrett's esophagus,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,50 Barrett's esophagus,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
2022,50 Barrett's esophagus,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,50 Barrett's esophagus,T,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
2022,"51 Benign neoplasms of eye, brain and other parts of central nervous system",M,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,4
2022,"51 Benign neoplasms of eye, brain and other parts of central nervous system",F,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,0,0,8
2022,"51 Benign neoplasms of eye, brain and other parts of central nervous system",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"51 Benign neoplasms of eye, brain and other parts of central nervous system",T,0,0,0,0,0,0,0,0,2,1,0,1,3,0,4,1,0,12
2022,52 Benign neoplasms of other and unspecified sites,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2022,52 Benign neoplasms of other and unspecified sites,F,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2022,52 Benign neoplasms of other and unspecified sites,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,52 Benign neoplasms of other and unspecified sites,T,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2022,53 Birth trauma,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,53 Birth trauma,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,53 Birth trauma,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,53 Birth trauma,T,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,54 Bronchiectasis,M,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,4
2022,54 Bronchiectasis,F,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,3,1,9
2022,54 Bronchiectasis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,54 Bronchiectasis,T,0,0,0,0,0,0,0,0,2,0,2,1,0,3,1,3,1,13
2022,"55 Bronchitis, not specified as acute or chronic",M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2022,"55 Bronchitis, not specified as acute or chronic",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"55 Bronchitis, not specified as acute or chronic",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"55 Bronchitis, not specified as acute or chronic",T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2022,56 Cardiomyopathy,M,2,0,1,0,0,0,1,3,2,6,10,17,12,12,5,8,13,104
2022,56 Cardiomyopathy,F,0,0,0,0,1,0,0,4,1,1,6,2,2,5,5,9,15,52
2022,56 Cardiomyopathy,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,56 Cardiomyopathy,T,2,0,1,0,1,0,1,7,3,7,16,19,14,17,10,17,28,156
2022,57 Cerebral infarction,M,0,0,0,0,0,0,0,0,0,1,3,2,11,6,9,14,11,62
2022,57 Cerebral infarction,F,0,0,0,0,0,0,0,0,1,2,6,14,5,4,12,22,23,91
2022,57 Cerebral infarction,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,57 Cerebral infarction,T,0,0,0,0,0,0,0,0,1,3,9,16,16,10,21,36,34,153
2022,58 Certain disorders involving the immune mechanism,M,0,0,0,0,1,1,0,1,0,1,2,3,2,0,0,2,0,13
2022,58 Certain disorders involving the immune mechanism,F,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,1,7
2022,58 Certain disorders involving the immune mechanism,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,58 Certain disorders involving the immune mechanism,T,0,0,0,0,1,1,0,1,2,1,4,4,2,0,0,3,1,20
