X2021,X1.Accidental.drowning.and.submersion,M,X0,X1,X0.1,X1.1,X0.2,X1.2,X3,X1.3,X0.3,X1.4,X0.4,X1.5,X0.5,X0.6,X0.7,X0.8,X0.9,X0.10,X1.6,X0.11,X9,X1.7,X10
2021,12 Acute pharyngitis and tonsillitis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,12 Acute pharyngitis and tonsillitis,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,12 Acute pharyngitis and tonsillitis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,12 Acute pharyngitis and tonsillitis,T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,13 Acute posthemorrhagic and other anemias,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,5,0,11,1,12
2021,13 Acute posthemorrhagic and other anemias,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,11,0,23,0,23
2021,13 Acute posthemorrhagic and other anemias,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,13 Acute posthemorrhagic and other anemias,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,4,16,0,34,1,35
2021,"14 Acute viral hepatitis, unspecified",M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,"14 Acute viral hepatitis, unspecified",F,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,"14 Acute viral hepatitis, unspecified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"14 Acute viral hepatitis, unspecified",T,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2021,15 Air and space transport accidents,M,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,15 Air and space transport accidents,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,15 Air and space transport accidents,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,15 Air and space transport accidents,T,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,16 Alcoholic liver disease,M,0,0,0,0,2,2,2,14,8,17,30,40,37,20,11,6,6,0,0,0,193,2,195
2021,16 Alcoholic liver disease,F,0,0,0,0,0,4,6,6,11,7,12,22,14,12,6,2,1,0,0,0,99,4,103
2021,16 Alcoholic liver disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,16 Alcoholic liver disease,T,0,0,0,0,2,6,8,20,19,24,42,62,51,32,17,8,7,0,0,0,292,6,298
2021,17 All other and ill-defined forms of heart disease,M,0,0,0,0,0,0,0,0,0,0,0,2,7,2,10,3,14,5,16,0,58,1,59
2021,17 All other and ill-defined forms of heart disease,F,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,7,11,16,35,0,74,0,74
2021,17 All other and ill-defined forms of heart disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,17 All other and ill-defined forms of heart disease,T,0,0,0,0,0,0,0,0,0,0,1,2,9,3,11,10,25,21,51,0,132,1,133
2021,18 All other and unspecified accidents and their sequelae,M,1,0,0,1,0,2,2,5,3,8,4,9,7,11,7,13,13,19,16,0,120,1,121
2021,18 All other and unspecified accidents and their sequelae,F,0,0,0,0,1,1,0,3,0,4,3,3,3,4,2,11,15,27,41,0,117,1,118
2021,18 All other and unspecified accidents and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,18 All other and unspecified accidents and their sequelae,T,1,0,0,1,1,3,2,8,3,12,7,12,10,15,9,24,28,46,57,0,237,2,239
2021,19 All other and unspecified events of undetermined intent and their sequelae,M,1,0,0,0,0,0,1,2,0,0,1,4,1,0,0,0,0,0,0,0,10,0,10
2021,19 All other and unspecified events of undetermined intent and their sequelae,F,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
2021,19 All other and unspecified events of undetermined intent and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,19 All other and unspecified events of undetermined intent and their sequelae,T,1,0,0,0,0,0,1,3,0,0,1,4,1,0,1,0,0,0,0,0,12,0,12
2021,20 All other and unspecified infectious and parasitic diseases and their sequelae,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2021,20 All other and unspecified infectious and parasitic diseases and their sequelae,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1,0,9,0,9
2021,20 All other and unspecified infectious and parasitic diseases and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,20 All other and unspecified infectious and parasitic diseases and their sequelae,T,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,1,0,10,0,10
2021,21 All other and unspecified viral diseases,M,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0,0,7,0,7
2021,21 All other and unspecified viral diseases,F,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,0,0,3,0,10,1,11
2021,21 All other and unspecified viral diseases,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,21 All other and unspecified viral diseases,T,1,0,0,0,0,0,0,0,1,0,1,2,1,2,3,3,1,0,3,0,17,1,18
2021,"22 All other chromosomal abnormalities, not elsewhere classified",M,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
2021,"22 All other chromosomal abnormalities, not elsewhere classified",F,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2021,"22 All other chromosomal abnormalities, not elsewhere classified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"22 All other chromosomal abnormalities, not elsewhere classified",T,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
2021,23 All other congenital malformations of nervous system,M,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
2021,23 All other congenital malformations of nervous system,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
2021,23 All other congenital malformations of nervous system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,23 All other congenital malformations of nervous system,T,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,7
2021,24 All other diseases of digestive system,M,0,0,0,0,0,0,0,0,0,0,1,3,4,3,10,5,10,9,13,0,55,3,58
2021,24 All other diseases of digestive system,F,0,0,0,0,0,0,0,0,0,1,1,2,3,2,4,4,5,9,28,0,59,0,59
2021,24 All other diseases of digestive system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,24 All other diseases of digestive system,T,0,0,0,0,0,0,0,0,0,1,2,5,7,5,14,9,15,18,41,0,114,3,117
2021,25 All other diseases of endocardium,M,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,4,3,2,3,0,23,0,23
2021,25 All other diseases of endocardium,F,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,3,2,2,7,0,21,0,21
2021,25 All other diseases of endocardium,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,25 All other diseases of endocardium,T,0,0,0,0,0,0,0,0,0,0,4,2,3,5,4,7,5,4,10,0,44,0,44
2021,26 All other diseases of nervous system,M,0,0,2,0,1,0,0,3,4,2,16,15,26,29,42,32,27,18,13,0,227,3,230
2021,26 All other diseases of nervous system,F,0,0,0,0,2,0,0,3,2,5,3,10,19,17,27,19,18,11,10,0,144,2,146
2021,26 All other diseases of nervous system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,26 All other diseases of nervous system,T,0,0,2,0,3,0,0,6,6,7,19,25,45,46,69,51,45,29,23,0,371,5,376
2021,27 All other diseases of respiratory system,M,0,0,0,0,0,0,1,0,0,0,1,6,11,16,34,35,48,28,15,0,191,4,195
2021,27 All other diseases of respiratory system,F,0,0,0,0,0,0,0,0,0,1,1,4,5,15,19,19,24,14,22,0,122,2,124
2021,27 All other diseases of respiratory system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,27 All other diseases of respiratory system,T,0,0,0,0,0,0,1,0,0,1,2,10,16,31,53,54,72,42,37,0,313,6,319
2021,28 All other forms of chronic ischemic heart disease,M,0,0,0,0,0,0,0,3,3,7,17,40,70,100,132,116,198,206,225,0,1110,7,1117
2021,28 All other forms of chronic ischemic heart disease,F,0,0,0,0,0,0,0,0,2,2,8,10,19,42,56,79,107,151,346,0,815,7,822
2021,28 All other forms of chronic ischemic heart disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,28 All other forms of chronic ischemic heart disease,T,0,0,0,0,0,0,0,3,5,9,25,50,89,142,188,195,305,357,571,0,1925,14,1939
2021,"29 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",M,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,3,9,18,0,38,0,38
2021,"29 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",F,0,0,0,0,0,0,0,1,0,0,2,1,1,2,3,4,6,11,40,0,71,0,71
2021,"29 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"29 All other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",T,0,0,0,0,0,0,0,1,0,0,3,1,3,4,4,6,9,20,58,0,109,0,109
2021,30 Alzheimer's disease,M,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,11,19,28,41,0,111,0,111
2021,30 Alzheimer's disease,F,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,12,22,52,104,0,198,1,199
2021,30 Alzheimer's disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,30 Alzheimer's disease,T,0,0,0,0,0,0,0,0,0,0,0,1,3,7,10,23,41,80,145,0,309,1,310
2021,"31 Anaplastic large cell lymphoma, ALK-negative",M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2
2021,"31 Anaplastic large cell lymphoma, ALK-negative",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"31 Anaplastic large cell lymphoma, ALK-negative",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"31 Anaplastic large cell lymphoma, ALK-negative",T,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2
2021,32 Aneurysm and dissection of other precerebral arteries,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,32 Aneurysm and dissection of other precerebral arteries,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2021,32 Aneurysm and dissection of other precerebral arteries,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,32 Aneurysm and dissection of other precerebral arteries,T,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2021,33 Aneurysm and dissection of vertebral artery,M,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3
2021,33 Aneurysm and dissection of vertebral artery,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,33 Aneurysm and dissection of vertebral artery,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,33 Aneurysm and dissection of vertebral artery,T,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3
2021,34 Angioimmunoblastic T-cell,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2021,34 Angioimmunoblastic T-cell,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,34 Angioimmunoblastic T-cell,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,34 Angioimmunoblastic T-cell,T,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2021,35 Aortic aneurysm and dissection,M,0,0,0,0,0,0,0,0,2,2,4,5,7,19,6,8,13,8,10,0,80,4,84
2021,35 Aortic aneurysm and dissection,F,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,10,12,8,16,0,59,0,59
2021,35 Aortic aneurysm and dissection,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,35 Aortic aneurysm and dissection,T,0,0,0,0,0,0,0,0,2,2,4,5,10,27,8,18,25,16,26,0,139,4,143
2021,36 Aplastic anemias,M,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,6,0,6
2021,36 Aplastic anemias,F,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,6,0,6
2021,36 Aplastic anemias,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,36 Aplastic anemias,T,0,2,0,0,0,0,0,0,1,0,1,1,0,1,2,1,1,2,0,0,12,0,12
2021,37 Assault (homicide) by all other and unspecified means and their sequelae,M,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
2021,37 Assault (homicide) by all other and unspecified means and their sequelae,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,37 Assault (homicide) by all other and unspecified means and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,37 Assault (homicide) by all other and unspecified means and their sequelae,T,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
2021,38 Assault (homicide) by discharge of firearms,M,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5
2021,38 Assault (homicide) by discharge of firearms,F,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2
2021,38 Assault (homicide) by discharge of firearms,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,38 Assault (homicide) by discharge of firearms,T,0,0,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,6,1,7
2021,39 Assault (homicide) by sharp object,M,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2021,39 Assault (homicide) by sharp object,F,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
2021,39 Assault (homicide) by sharp object,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,39 Assault (homicide) by sharp object,T,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4
2021,40 Asthma,M,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,6,0,6
2021,40 Asthma,F,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,3,0,14,0,14
2021,40 Asthma,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,40 Asthma,T,0,0,1,0,0,0,1,2,0,1,1,2,0,1,1,3,3,1,3,0,20,0,20
2021,41 Atherosclerosis,M,0,0,0,0,0,0,0,0,0,1,0,0,3,4,7,7,10,10,10,0,52,0,52
2021,41 Atherosclerosis,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,7,11,19,0,49,1,50
2021,41 Atherosclerosis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,41 Atherosclerosis,T,0,0,0,0,0,0,0,0,0,1,0,0,4,4,10,16,17,21,29,0,101,1,102
2021,"42 Atherosclerotic cardiovascular disease, so described",M,0,0,0,0,0,0,1,3,3,9,14,25,44,47,54,42,41,20,15,0,315,3,318
2021,"42 Atherosclerotic cardiovascular disease, so described",F,0,0,0,0,0,0,0,0,1,1,2,4,5,12,22,21,23,15,39,0,145,0,145
2021,"42 Atherosclerotic cardiovascular disease, so described",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"42 Atherosclerotic cardiovascular disease, so described",T,0,0,0,0,0,0,1,3,4,10,16,29,49,59,76,63,64,35,54,0,460,3,463
2021,"43 Atrial fibrillation and atrial flutter, unspecified",M,0,0,0,0,0,0,0,0,0,0,1,1,2,9,10,13,11,29,44,0,120,0,120
2021,"43 Atrial fibrillation and atrial flutter, unspecified",F,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8,7,30,33,92,0,175,2,177
2021,"43 Atrial fibrillation and atrial flutter, unspecified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"43 Atrial fibrillation and atrial flutter, unspecified",T,0,0,0,0,0,0,0,0,0,0,1,2,5,12,18,20,41,62,136,0,295,2,297
2021,44 Bacterial pneumonia,M,0,0,0,0,1,1,1,0,0,0,2,0,1,1,1,2,0,1,2,0,12,1,13
2021,44 Bacterial pneumonia,F,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,5,0,5
2021,44 Bacterial pneumonia,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,44 Bacterial pneumonia,T,0,0,0,0,1,1,1,0,0,0,2,1,1,3,1,3,0,1,3,0,17,1,18
2021,45 Barrett's esophagus,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2021,45 Barrett's esophagus,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,45 Barrett's esophagus,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,45 Barrett's esophagus,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2021,"46 Benign neoplasms of eye, brain and other parts of central nervous system",M,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,5,0,5
2021,"46 Benign neoplasms of eye, brain and other parts of central nervous system",F,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,1,2,0,10,0,10
2021,"46 Benign neoplasms of eye, brain and other parts of central nervous system",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"46 Benign neoplasms of eye, brain and other parts of central nervous system",T,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,5,1,4,0,15,0,15
2021,47 Benign neoplasms of other and unspecified sites,M,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
2021,47 Benign neoplasms of other and unspecified sites,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,3
2021,47 Benign neoplasms of other and unspecified sites,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,47 Benign neoplasms of other and unspecified sites,T,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,5,0,5
2021,48 Bronchiectasis,M,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,5,0,5
2021,48 Bronchiectasis,F,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,3,0,9,0,9
2021,48 Bronchiectasis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,48 Bronchiectasis,T,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,2,3,4,0,14,0,14
2021,49 Carcinoma in situ of breast and genitourinary system,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,49 Carcinoma in situ of breast and genitourinary system,F,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2021,49 Carcinoma in situ of breast and genitourinary system,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,49 Carcinoma in situ of breast and genitourinary system,T,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2021,50 Cardiomyopathy,M,0,0,0,0,0,1,0,1,2,3,3,5,5,5,5,3,9,7,9,0,56,2,58
