calendar_year,cause,gender,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_40_44,age_45_49,age_50_54,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_plus,grand_total
2018,8 Herpesviral (herpes simplex) infections,T,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2018,9 Zoster (herpes zoster),M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
2018,9 Zoster (herpes zoster),F,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
2018,9 Zoster (herpes zoster),U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,9 Zoster (herpes zoster),T,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,6
2018,10 Viral hepatitis,M,0,0,0,0,0,0,0,1,1,2,2,3,1,1,0,0,0,12
2018,10 Viral hepatitis,F,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,7
2018,10 Viral hepatitis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10 Viral hepatitis,T,0,0,0,0,0,0,0,1,1,2,4,4,1,1,1,0,2,19
2018,11 Human immunodeficiency virus (HIV) disease resulting in infectious and parasitic diseases,M,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4
2018,11 Human immunodeficiency virus (HIV) disease resulting in infectious and parasitic diseases,F,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2018,11 Human immunodeficiency virus (HIV) disease resulting in infectious and parasitic diseases,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11 Human immunodeficiency virus (HIV) disease resulting in infectious and parasitic diseases,T,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,6
2018,12 Human immunodeficiency virus (HIV) disease resulting in malignant neoplasms,M,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018,12 Human immunodeficiency virus (HIV) disease resulting in malignant neoplasms,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12 Human immunodeficiency virus (HIV) disease resulting in malignant neoplasms,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12 Human immunodeficiency virus (HIV) disease resulting in malignant neoplasms,T,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018,13 Human immunodeficiency virus (HIV) disease resulting in other specified diseases,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,13 Human immunodeficiency virus (HIV) disease resulting in other specified diseases,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,13 Human immunodeficiency virus (HIV) disease resulting in other specified diseases,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,13 Human immunodeficiency virus (HIV) disease resulting in other specified diseases,T,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,14 Unspecified human immunodeficiency virus (HIV) disease,M,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2018,14 Unspecified human immunodeficiency virus (HIV) disease,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,14 Unspecified human immunodeficiency virus (HIV) disease,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,14 Unspecified human immunodeficiency virus (HIV) disease,T,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2018,15 All other and unspecified viral diseases,M,1,0,0,0,0,0,0,0,1,0,1,2,1,1,2,0,2,12
2018,15 All other and unspecified viral diseases,F,0,1,0,1,0,0,0,0,0,0,4,2,1,0,1,2,3,15
2018,15 All other and unspecified viral diseases,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,15 All other and unspecified viral diseases,T,1,1,0,1,0,0,0,0,1,0,5,4,2,1,3,2,5,27
2018,16 Mycoses,M,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4
2018,16 Mycoses,F,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3
2018,16 Mycoses,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,16 Mycoses,T,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,7
2018,17 Pneumocystosis,M,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
2018,17 Pneumocystosis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,17 Pneumocystosis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,17 Pneumocystosis,T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
2018,18 Sequelae of tuberculosis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,18 Sequelae of tuberculosis,F,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2018,18 Sequelae of tuberculosis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,18 Sequelae of tuberculosis,T,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2018,19 Sequelae of poliomyelitis,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2018,19 Sequelae of poliomyelitis,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
2018,19 Sequelae of poliomyelitis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,19 Sequelae of poliomyelitis,T,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3
2018,20 All other and unspecified infectious and parasitic diseases and their sequelae,M,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2018,20 All other and unspecified infectious and parasitic diseases and their sequelae,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2018,20 All other and unspecified infectious and parasitic diseases and their sequelae,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,20 All other and unspecified infectious and parasitic diseases and their sequelae,T,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4
2018,21 Malignant neoplasms of lip,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,21 Malignant neoplasms of lip,F,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2018,21 Malignant neoplasms of lip,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,21 Malignant neoplasms of lip,T,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
2018,22 Malignant neoplasms of tongue,M,0,0,0,0,0,0,0,1,0,1,5,4,2,2,0,0,0,18
2018,22 Malignant neoplasms of tongue,F,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,8
2018,22 Malignant neoplasms of tongue,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,22 Malignant neoplasms of tongue,T,0,0,0,0,0,0,0,2,0,1,6,5,3,2,1,1,1,26
2018,23 Malignant neoplasms of pharynx,M,0,0,0,0,0,0,0,0,1,1,5,6,7,6,2,2,3,41
2018,23 Malignant neoplasms of pharynx,F,0,0,0,0,0,0,0,0,0,2,3,0,3,1,1,0,1,14
2018,23 Malignant neoplasms of pharynx,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,23 Malignant neoplasms of pharynx,T,0,0,0,0,0,0,0,0,1,3,8,6,10,7,3,2,4,55
2018,"24 Malignant neoplasms of other and unspecified sites within the lip, oral cavity and pharynx",M,0,0,0,0,0,0,0,0,1,2,3,4,2,2,3,2,0,21
2018,"24 Malignant neoplasms of other and unspecified sites within the lip, oral cavity and pharynx",F,0,0,0,0,1,0,0,1,0,0,2,3,2,3,2,2,2,20
2018,"24 Malignant neoplasms of other and unspecified sites within the lip, oral cavity and pharynx",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"24 Malignant neoplasms of other and unspecified sites within the lip, oral cavity and pharynx",T,0,0,0,0,1,0,0,1,1,2,5,7,4,5,5,4,2,41
2018,25 Malignant neoplasms of esophagus,M,0,0,0,0,0,0,0,1,3,4,16,24,23,20,12,8,5,134
2018,25 Malignant neoplasms of esophagus,F,0,0,0,0,0,0,0,1,1,1,5,5,4,6,7,5,1,41
2018,25 Malignant neoplasms of esophagus,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,25 Malignant neoplasms of esophagus,T,0,0,0,0,0,0,0,2,4,5,21,29,27,26,19,13,6,175
2018,26 Malignant neoplasms of stomach,M,0,0,0,0,0,0,1,2,4,6,14,14,10,14,13,8,3,94
2018,26 Malignant neoplasms of stomach,F,0,0,0,0,0,1,0,1,1,4,9,8,7,4,7,2,4,55
2018,26 Malignant neoplasms of stomach,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,26 Malignant neoplasms of stomach,T,0,0,0,0,0,1,1,3,5,10,23,22,17,18,20,10,7,149
2018,27 Malignant neoplasms of small intestine,M,0,0,0,0,0,0,1,0,0,0,3,0,2,2,0,0,1,10
2018,27 Malignant neoplasms of small intestine,F,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,9
2018,27 Malignant neoplasms of small intestine,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,27 Malignant neoplasms of small intestine,T,0,0,0,0,0,0,1,0,0,0,3,3,4,2,0,0,3,19
2018,28 Malignant neoplasms of colon,M,0,0,0,0,0,1,0,1,10,5,33,36,35,41,36,36,21,281
2018,28 Malignant neoplasms of colon,F,0,0,0,0,0,0,0,5,4,6,20,19,16,23,30,36,35,213
2018,28 Malignant neoplasms of colon,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,28 Malignant neoplasms of colon,T,0,0,0,0,0,1,0,6,14,11,53,55,51,64,66,72,56,494
2018,29 Malignant neoplasms of rectosigmoid junction and rectum,M,0,0,0,0,0,1,1,0,2,5,10,22,19,17,15,17,8,137
2018,29 Malignant neoplasms of rectosigmoid junction and rectum,F,0,0,0,0,0,0,0,2,4,4,8,6,8,5,8,13,9,78
2018,29 Malignant neoplasms of rectosigmoid junction and rectum,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,29 Malignant neoplasms of rectosigmoid junction and rectum,T,0,0,0,0,0,1,1,2,6,9,18,28,27,22,23,30,17,215
2018,30 Malignant neoplasms of anus and anal canal,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4
2018,30 Malignant neoplasms of anus and anal canal,F,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4
2018,30 Malignant neoplasms of anus and anal canal,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,30 Malignant neoplasms of anus and anal canal,T,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,8
2018,31 Malignant neoplasms of liver,M,0,0,0,0,1,0,0,0,2,7,31,18,19,14,8,10,4,127
2018,31 Malignant neoplasms of liver,F,0,0,0,0,0,1,0,0,0,0,13,4,7,4,5,4,0,40
2018,31 Malignant neoplasms of liver,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,31 Malignant neoplasms of liver,T,0,0,0,0,1,1,0,0,2,7,44,22,26,18,13,14,4,167
2018,32 Malignant neoplasms of intrahepatic bile duct carcinoma,M,0,0,0,0,0,0,1,1,2,2,10,6,8,4,10,5,3,57
2018,32 Malignant neoplasms of intrahepatic bile duct carcinoma,F,0,0,0,0,0,0,0,0,1,1,2,8,10,4,7,6,6,55
2018,32 Malignant neoplasms of intrahepatic bile duct carcinoma,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,32 Malignant neoplasms of intrahepatic bile duct carcinoma,T,0,0,0,0,0,0,1,1,3,3,12,14,18,8,17,11,9,112
2018,33 Malignant neoplasms of gallbladder and extrahepatic bile ducts,M,0,0,0,0,0,0,0,0,0,1,0,1,0,5,4,2,1,17
2018,33 Malignant neoplasms of gallbladder and extrahepatic bile ducts,F,0,0,0,0,0,0,0,0,0,2,5,2,4,3,8,2,2,30
2018,33 Malignant neoplasms of gallbladder and extrahepatic bile ducts,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,33 Malignant neoplasms of gallbladder and extrahepatic bile ducts,T,0,0,0,0,0,0,0,0,0,3,5,3,4,8,12,4,3,47
2018,34 Malignant neoplasms of  pancreas,M,0,0,0,0,0,0,0,2,5,13,32,39,37,38,28,21,7,259
2018,34 Malignant neoplasms of  pancreas,F,0,0,0,0,0,0,0,1,3,6,12,30,33,34,30,16,15,193
2018,34 Malignant neoplasms of  pancreas,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,34 Malignant neoplasms of  pancreas,T,0,0,0,0,0,0,0,3,8,19,44,69,70,72,58,37,22,452
2018,35 Malignant neoplasms of other and ill-defined digestive organs,M,0,0,0,0,0,0,0,0,0,2,0,4,1,3,5,3,1,21
2018,35 Malignant neoplasms of other and ill-defined digestive organs,F,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,8,6,30
2018,35 Malignant neoplasms of other and ill-defined digestive organs,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,35 Malignant neoplasms of other and ill-defined digestive organs,T,0,0,0,0,0,0,0,0,0,2,0,5,1,7,11,11,7,51
2018,"36 Malignant neoplasms of nasal cavity, middle ear and accessory sinuses",M,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,9
2018,"36 Malignant neoplasms of nasal cavity, middle ear and accessory sinuses",F,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4
2018,"36 Malignant neoplasms of nasal cavity, middle ear and accessory sinuses",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"36 Malignant neoplasms of nasal cavity, middle ear and accessory sinuses",T,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,0,1,13
2018,37 Malignant neoplasms of larynx,M,0,0,0,0,0,0,0,1,0,0,4,5,6,4,3,1,0,28
2018,37 Malignant neoplasms of larynx,F,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4
2018,37 Malignant neoplasms of larynx,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,37 Malignant neoplasms of larynx,T,0,0,0,0,0,0,0,1,0,0,5,6,7,4,3,2,0,32
2018,"38 Malignant neoplasms of trachea, bronchus and lung",M,0,0,0,0,0,0,1,3,4,29,88,135,169,115,120,49,33,810
2018,"38 Malignant neoplasms of trachea, bronchus and lung",F,0,0,0,0,0,0,2,3,4,20,81,112,123,145,98,80,44,781
2018,"38 Malignant neoplasms of trachea, bronchus and lung",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"38 Malignant neoplasms of trachea, bronchus and lung",T,0,0,0,0,0,0,3,6,8,49,169,247,292,260,218,129,77,1591
2018,"39 Malignant neoplasms of  thymus, heart, mediastinum and pleura",M,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
2018,"39 Malignant neoplasms of  thymus, heart, mediastinum and pleura",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2018,"39 Malignant neoplasms of  thymus, heart, mediastinum and pleura",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"39 Malignant neoplasms of  thymus, heart, mediastinum and pleura",T,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3
2018,40 Malignant neoplasms of bone and articular cartilage,M,0,0,1,2,1,1,0,2,0,1,1,0,0,0,1,0,1,14
2018,40 Malignant neoplasms of bone and articular cartilage,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,40 Malignant neoplasms of bone and articular cartilage,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,40 Malignant neoplasms of bone and articular cartilage,T,0,0,1,2,1,1,0,2,0,1,1,0,0,0,1,0,1,14
2018,41 Malignant melanoma of skin,M,0,0,0,0,0,0,0,0,3,4,7,6,3,5,8,4,5,51
2018,41 Malignant melanoma of skin,F,0,0,0,0,0,0,0,2,0,1,2,2,1,3,4,6,3,29
2018,41 Malignant melanoma of skin,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,41 Malignant melanoma of skin,T,0,0,0,0,0,0,0,2,3,5,9,8,4,8,12,10,8,80
2018,42 Other malignant neoplasms of skin,M,0,0,0,0,0,0,0,0,0,1,1,4,5,4,5,5,3,29
2018,42 Other malignant neoplasms of skin,F,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,3,9
2018,42 Other malignant neoplasms of skin,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,42 Other malignant neoplasms of skin,T,0,0,0,0,0,0,0,0,0,1,2,6,5,5,6,6,6,38
2018,43 Mesothelioma,M,0,0,0,0,0,0,0,1,1,2,0,2,10,8,5,2,0,33
2018,43 Mesothelioma,F,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,9
2018,43 Mesothelioma,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,43 Mesothelioma,T,0,0,0,0,0,0,0,1,1,3,1,4,12,10,5,2,0,42
2018,44 Malignant neoplasms of other mesothelial and soft tissue,M,1,1,1,0,0,0,1,0,2,2,3,5,4,2,1,2,4,32
2018,44 Malignant neoplasms of other mesothelial and soft tissue,F,0,0,0,0,0,0,1,2,2,2,5,5,2,8,5,0,4,41
2018,44 Malignant neoplasms of other mesothelial and soft tissue,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,44 Malignant neoplasms of other mesothelial and soft tissue,T,1,1,1,0,0,0,2,2,4,4,8,10,6,10,6,2,8,73
2018,45 Malignant neoplasm of breast,M,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
2018,45 Malignant neoplasm of breast,F,0,0,0,0,0,0,4,16,17,30,50,46,50,53,52,39,50,460
2018,45 Malignant neoplasm of breast,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,45 Malignant neoplasm of breast,T,0,0,0,0,0,0,4,16,17,30,50,46,51,53,53,39,51,464
2018,46 Malignant neoplasms of vulva and vagina,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,46 Malignant neoplasms of vulva and vagina,F,0,0,0,0,0,0,0,1,1,0,0,2,3,2,2,3,3,20
2018,46 Malignant neoplasms of vulva and vagina,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,46 Malignant neoplasms of vulva and vagina,T,0,0,0,0,0,0,0,1,1,0,0,2,3,2,2,3,3,20
2018,47 Malignant neoplasms of cervix uteri,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,47 Malignant neoplasms of cervix uteri,F,0,0,0,0,0,0,2,4,1,4,4,3,3,6,3,0,3,37
2018,47 Malignant neoplasms of cervix uteri,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,47 Malignant neoplasms of cervix uteri,T,0,0,0,0,0,0,2,4,1,4,4,3,3,6,3,0,3,37
2018,"48 Malignant neoplasms of corpus uteri and uterus, part unspecified",M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"48 Malignant neoplasms of corpus uteri and uterus, part unspecified",F,0,0,0,0,0,0,0,1,2,8,14,11,21,11,6,12,9,110
2018,"48 Malignant neoplasms of corpus uteri and uterus, part unspecified",U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"48 Malignant neoplasms of corpus uteri and uterus, part unspecified",T,0,0,0,0,0,0,0,1,2,8,14,11,21,11,6,12,9,110
2018,49 Malignant neoplasms of  ovary,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,49 Malignant neoplasms of  ovary,F,0,0,0,0,0,1,0,1,6,5,15,19,14,24,11,13,5,130
2018,49 Malignant neoplasms of  ovary,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,49 Malignant neoplasms of  ovary,T,0,0,0,0,0,1,0,1,6,5,15,19,14,24,11,13,5,130
2018,50 Malignant neoplasms of other and unspecified female genital organs,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,50 Malignant neoplasms of other and unspecified female genital organs,F,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,2,0,10
2018,50 Malignant neoplasms of other and unspecified female genital organs,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,50 Malignant neoplasms of other and unspecified female genital organs,T,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,2,0,10
2018,51 Malignant neoplasms of prostate,M,0,0,0,0,0,0,0,1,0,4,14,31,54,64,76,83,58,396
2018,51 Malignant neoplasms of prostate,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,51 Malignant neoplasms of prostate,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,51 Malignant neoplasms of prostate,T,0,0,0,0,0,0,0,1,0,4,14,31,54,64,76,83,58,396
2018,52 Malignant neoplasms of testis,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
2018,52 Malignant neoplasms of testis,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,52 Malignant neoplasms of testis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,52 Malignant neoplasms of testis,T,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
2018,53 Malignant neoplasms of penis and other and unspecified male genital organs,M,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,6
2018,53 Malignant neoplasms of penis and other and unspecified male genital organs,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,53 Malignant neoplasms of penis and other and unspecified male genital organs,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,53 Malignant neoplasms of penis and other and unspecified male genital organs,T,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,6
2018,54 Malignant neoplasms of kidney and renal pelvis,M,0,0,0,0,0,1,0,0,3,9,14,13,12,15,12,6,5,100
2018,54 Malignant neoplasms of kidney and renal pelvis,F,0,0,0,0,0,0,0,0,0,1,8,4,4,9,7,5,6,48
2018,54 Malignant neoplasms of kidney and renal pelvis,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,54 Malignant neoplasms of kidney and renal pelvis,T,0,0,0,0,0,1,0,0,3,10,22,17,16,24,19,11,11,148
2018,55 Malignant neoplasms of bladder,M,0,0,0,0,0,1,1,0,1,4,6,11,13,13,22,19,17,109
2018,55 Malignant neoplasms of bladder,F,0,0,0,0,0,0,0,0,1,0,4,3,2,2,5,7,8,33
2018,55 Malignant neoplasms of bladder,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,55 Malignant neoplasms of bladder,T,0,0,0,0,0,1,1,0,2,4,10,14,15,15,27,26,25,142
2018,56 Malignant neoplasms of other and unspecified sites within the urinary tract,M,0,0,0,0,0,0,0,0,0,0,5,6,6,9,5,3,3,41
2018,56 Malignant neoplasms of other and unspecified sites within the urinary tract,F,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,2,2,20
2018,56 Malignant neoplasms of other and unspecified sites within the urinary tract,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,56 Malignant neoplasms of other and unspecified sites within the urinary tract,T,0,0,0,0,0,0,0,0,0,0,6,8,8,14,10,5,5,61
2018,57 Malignant neoplasm of eye and adnexa,M,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3
2018,57 Malignant neoplasm of eye and adnexa,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
